predicted_label,None,Positive,Negative
0,0.9094178,0.06303794,0.027544305
0,0.92118174,0.052839607,0.025978697
0,0.9124047,0.060782485,0.02681286
0,0.7924126,0.15605894,0.051528413
0,0.92540133,0.05029669,0.024302037
0,0.9200363,0.05524604,0.024717625
0,0.88165736,0.07483674,0.043505944
0,0.9190569,0.053253688,0.027689505
0,0.79829955,0.15731858,0.044381946
0,0.9147472,0.05957955,0.02567311
1,0.39265612,0.49426147,0.113082476
1,0.3738028,0.50055426,0.1256429
0,0.8889845,0.07185198,0.039163455
0,0.8742957,0.09831336,0.027390944
0,0.7557157,0.20436662,0.039917562
0,0.81558776,0.13808379,0.046328492
0,0.5461265,0.3415561,0.11231733
0,0.8404941,0.12934102,0.030164808
0,0.91088253,0.059905067,0.029212493
1,0.21928744,0.6360224,0.14469022
0,0.91618866,0.054203015,0.029608328
0,0.8863791,0.08462187,0.028998971
0,0.9139699,0.060272153,0.025758123
0,0.91703224,0.056576524,0.026391428
0,0.91118944,0.06121497,0.027595615
1,0.22614492,0.63061816,0.14323689
1,0.19520721,0.639454,0.16533883
1,0.23148368,0.62950546,0.1390108
1,0.38856882,0.51705045,0.09438085
0,0.8894694,0.084795214,0.025735365
1,0.23421443,0.60485375,0.16093196
0,0.9115943,0.06330174,0.025103984
0,0.88996005,0.08497619,0.025063725
0,0.85322845,0.11569249,0.031078914
1,0.16772486,0.6375645,0.19471072
0,0.8945683,0.07936542,0.02606619
0,0.9038386,0.07099058,0.025170794
1,0.2569841,0.5977324,0.14528349
0,0.89048624,0.083066456,0.026447337
0,0.90689945,0.065472245,0.027628295
0,0.86821616,0.101682924,0.03010097
0,0.8400907,0.12559529,0.03431394
0,0.45806462,0.40289235,0.13904314
1,0.23544706,0.6376335,0.12691946
1,0.26491094,0.5958744,0.13921452
0,0.8513556,0.11877729,0.029867154
1,0.33898377,0.550597,0.110419214
0,0.7106296,0.22152324,0.06784707
0,0.9198452,0.05414933,0.02600537
1,0.2812229,0.6039097,0.11486748
0,0.9069063,0.0655186,0.027575135
0,0.90755117,0.065922655,0.026526203
0,0.88022995,0.090911135,0.02885887
0,0.72081846,0.22500369,0.054177742
0,0.90316564,0.06475056,0.03208386
0,0.91171294,0.06562333,0.022663686
1,0.19766702,0.64693695,0.15539607
1,0.2146006,0.6161416,0.16925783
1,0.41622803,0.47972104,0.104050994
0,0.9123794,0.060595132,0.027025541
1,0.2684551,0.5927475,0.13879745
1,0.2191729,0.62146556,0.15936154
0,0.829369,0.13791674,0.032714266
0,0.712171,0.24066497,0.047164
1,0.32955348,0.55437875,0.11606771
0,0.9121104,0.061282504,0.026607286
1,0.18804507,0.65802664,0.15392835
0,0.87035537,0.0975863,0.03205829
1,0.28076583,0.5883062,0.130928
1,0.28414318,0.50532585,0.21053097
0,0.83879346,0.12920342,0.032003004
1,0.23222405,0.60912234,0.1586536
0,0.7733289,0.1831707,0.043500327
0,0.9266683,0.04995458,0.023377081
0,0.9163608,0.060887925,0.022751305
0,0.9145742,0.063383326,0.022042489
0,0.56007695,0.35281157,0.087111525
0,0.64113927,0.29506195,0.063798666
0,0.9261396,0.05128527,0.022574978
0,0.89231634,0.081310935,0.026372647
0,0.9159193,0.062479056,0.02160159
0,0.91183746,0.06402735,0.024135154
0,0.9124518,0.061847597,0.025700454
0,0.89690906,0.0762585,0.02683239
0,0.870312,0.10169288,0.0279952
1,0.19541946,0.6490154,0.15556504
0,0.9018035,0.0707592,0.027437298
1,0.2436749,0.61858827,0.13773683
0,0.908882,0.063016616,0.028101323
0,0.9025026,0.07235171,0.025145715
1,0.32991138,0.55602956,0.11405911
0,0.7329329,0.21951744,0.0475496
1,0.1652098,0.6218298,0.21296048
0,0.9142728,0.061363604,0.02436351
0,0.5533033,0.36239097,0.084305674
1,0.18988988,0.6602727,0.14983743
1,0.3446282,0.54865867,0.10671321
0,0.47053435,0.43128562,0.098179914
0,0.68977994,0.25769895,0.052521147
0,0.9164535,0.05872639,0.02482009
0,0.70641303,0.24239372,0.051193293
0,0.91228676,0.05881914,0.028894262
1,0.39943254,0.49143666,0.10913092
0,0.909778,0.06257345,0.027648577
1,0.39249304,0.49246296,0.11504404
1,0.32579583,0.5331635,0.1410407
0,0.91550475,0.061668124,0.022826973
1,0.29607704,0.5569195,0.14700352
1,0.41034374,0.48264346,0.10701283
1,0.32109904,0.56625986,0.11264106
0,0.8738288,0.09941265,0.026758445
0,0.91456336,0.060999226,0.024437485
0,0.9190549,0.055456672,0.025488414
1,0.30998692,0.5462053,0.1438079
0,0.8796061,0.09116898,0.029224819
0,0.62186664,0.3224913,0.055642005
1,0.29239866,0.5838937,0.123707704
1,0.27861252,0.59950745,0.121879965
0,0.48472962,0.41931263,0.09595766
0,0.91816634,0.05592879,0.02590506
0,0.5107359,0.3748154,0.11444877
1,0.25727502,0.5980374,0.14468756
0,0.8891975,0.082551494,0.028251043
0,0.9086698,0.06512157,0.026208546
0,0.91322666,0.060519304,0.026254052
0,0.92156035,0.05266535,0.025774293
1,0.254185,0.6036336,0.14218137
0,0.8658112,0.1059114,0.02827741
0,0.912558,0.060239814,0.02720211
1,0.3986623,0.4718185,0.12951937
1,0.21821791,0.622645,0.15913713
0,0.7976904,0.16573101,0.036578722
1,0.3602132,0.5011377,0.13864902
1,0.24547328,0.60096425,0.15356237
1,0.42474425,0.47711468,0.09814093
1,0.2859933,0.58736324,0.12664346
1,0.43745747,0.44964302,0.11289956
1,0.22333813,0.61541647,0.1612454
1,0.23798,0.6274625,0.13455746
0,0.91231847,0.059981,0.027700417
1,0.27153367,0.48331356,0.24515283
1,0.16065095,0.6558514,0.18349771
0,0.74489164,0.20252582,0.052582588
1,0.2952386,0.55661595,0.14814539
0,0.9266683,0.04995458,0.023377081
1,0.17900455,0.63782275,0.18317263
0,0.8875194,0.0848468,0.027633809
0,0.9061529,0.06823707,0.025609922
0,0.8787455,0.08982147,0.03143313
0,0.9242213,0.05291652,0.022862284
0,0.8317759,0.13880928,0.029414752
1,0.17749572,0.6633349,0.15916936
0,0.47826642,0.3921035,0.12963012
0,0.92014277,0.05505421,0.02480295
1,0.19480945,0.6457261,0.15946446
0,0.756233,0.2030261,0.04074084
1,0.39772516,0.48493007,0.117344685
1,0.31548095,0.5684987,0.116020344
0,0.75924534,0.19499063,0.045763973
1,0.19337547,0.66725594,0.13936868
0,0.50854015,0.39029822,0.10116159
1,0.3418853,0.551898,0.106216654
0,0.7645554,0.17479567,0.06064887
1,0.41733354,0.45132115,0.13134524
1,0.31388193,0.56744516,0.11867278
0,0.91648227,0.057991542,0.025526349
0,0.78189766,0.16849704,0.049605183
0,0.8949741,0.08110683,0.023918984
1,0.32241076,0.57760274,0.099986404
0,0.91884017,0.058287635,0.022872081
0,0.9176892,0.059362184,0.022948552
0,0.8312969,0.13119586,0.037507147
1,0.19011548,0.64888895,0.16099556
1,0.19546023,0.64522743,0.15931222
1,0.22485167,0.64519495,0.12995337
1,0.3414952,0.4770638,0.18144111
0,0.89003235,0.08181199,0.028155526
0,0.90771866,0.06823824,0.024043141
0,0.83686906,0.1321089,0.031021947
0,0.8207557,0.13338967,0.04585469
1,0.39015123,0.508346,0.10150277
0,0.7334419,0.2194808,0.047077384
1,0.35576946,0.5106102,0.13362037
0,0.9135012,0.058466278,0.028032567
1,0.17237988,0.62849665,0.19912338
0,0.8106271,0.14861108,0.040761765
0,0.8973571,0.07807897,0.024564022
1,0.2569313,0.6115628,0.13150589
0,0.9001126,0.07333834,0.02654898
0,0.89814734,0.07746903,0.024383605
0,0.89709544,0.07453592,0.02836862
1,0.32522956,0.5490458,0.12572472
0,0.905434,0.06938897,0.02517703
0,0.7713249,0.1789714,0.04970374
0,0.8968758,0.0774577,0.025666527
0,0.8209011,0.14381166,0.035287328
1,0.30841953,0.56442565,0.12715474
0,0.909705,0.06509939,0.025195787
0,0.90870494,0.061679095,0.029615877
0,0.80936766,0.15483434,0.035797987
0,0.4820566,0.43469855,0.08324488
1,0.17277414,0.655443,0.17178276
0,0.8526647,0.114799276,0.032536
1,0.3299361,0.5441824,0.12588146
1,0.37004426,0.5336606,0.096295156
0,0.81947106,0.14468963,0.03583929
0,0.9106291,0.06343649,0.025934301
0,0.80775243,0.15927538,0.032972142
1,0.22035177,0.6045734,0.17507479
1,0.2646261,0.5945768,0.14079706
1,0.3393143,0.52743495,0.13325089
0,0.686811,0.25184742,0.06134159
1,0.32988033,0.5418196,0.1283002
0,0.9006935,0.07132518,0.02798146
0,0.84933174,0.118731156,0.031937074
0,0.84332377,0.12218347,0.03449283
0,0.72126794,0.21358712,0.06514494
1,0.27744213,0.54585123,0.1767066
0,0.46543744,0.4476663,0.086896196
0,0.43613937,0.42873654,0.13512397
1,0.38350943,0.51534384,0.101146735
1,0.29013252,0.60229874,0.10756887
0,0.9095035,0.062427323,0.028069312
0,0.92233413,0.054879215,0.022786628
1,0.29688582,0.55651826,0.14659597
0,0.67256033,0.2721523,0.05528729
0,0.6843021,0.26525056,0.050447404
0,0.9031383,0.07116604,0.025695719
0,0.8677703,0.103966124,0.028263554
0,0.7402445,0.20583107,0.053924426
1,0.20753367,0.6328875,0.15957882
1,0.31228772,0.5661706,0.121541545
0,0.90645564,0.062502116,0.031042375
0,0.907425,0.06540423,0.027170772
1,0.24861528,0.5916207,0.159764
0,0.8484857,0.117425784,0.034088347
1,0.29050252,0.5951435,0.11435387
0,0.88592374,0.08410393,0.029972345
0,0.9222761,0.054407004,0.023317045
0,0.7585979,0.19902514,0.042376924
0,0.88827246,0.08450268,0.027224775
0,0.49616334,0.42829216,0.07554448
1,0.2511895,0.5639012,0.1849093
0,0.9179111,0.05857506,0.023513854
1,0.33954218,0.5246564,0.13580135
0,0.64592624,0.29550537,0.058568474
0,0.9141743,0.06133877,0.024486968
0,0.92319924,0.051642485,0.025158482
0,0.8261586,0.12501629,0.04882512
0,0.9109713,0.06397412,0.025054542
0,0.9181959,0.058093697,0.023710417
0,0.9205187,0.055751856,0.023729471
