id	original_sentence	aspect	label_id	label
270	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.	anecdotes	4	none
638	Great food at REASONABLE prices, makes for an evening that can't be beat!	anecdotes	4	none
500	Look foward to trying the Ruben upon returning.	anecdotes	0	positive
1108	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.	anecdotes	1	neutral
3294	We usually go to the Chart House to celebrate a birthday or anniversary.	anecdotes	1	neutral
388	this little place has a cute interior decor and affordable city prices.	anecdotes	4	none
3070	You'll adore it.	anecdotes	0	positive
3373	Two words: Free wine.	anecdotes	4	none
425	The price is reasonable although the service is poor.	anecdotes	4	none
3192	The quantity is also very good, you will come out satisfied.	anecdotes	4	none
1098	I have been to Roth's twice and both times were very disappointing.	anecdotes	2	negative
2173	Worth visiting the 1st Ave spot because it is the original store.	anecdotes	0	positive
391	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.	anecdotes	1	neutral
263	Raga's is a romantic, cozy restaurant.	anecdotes	4	none
2384	The fried rice is amazing here.	anecdotes	4	none
2962	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.	anecdotes	4	none
3404	it's a perfect place to have a amanzing indian food.	anecdotes	4	none
2599	The place is so cool and the service is prompt and curtious.	anecdotes	4	none
673	At the end you're left with a mild broth with noodles that you can slurp out of a cup.	anecdotes	4	none
648	I just wonder how you can have such a delicious meal for such little money.	anecdotes	4	none
863	The food was delicious but do not come here on a empty stomach.	anecdotes	4	none
1623	The wine list is excellent.	anecdotes	4	none
2177	so garantuan that you can't fit them in a toaster.	anecdotes	4	none
430	Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).	anecdotes	4	none
1101	They wouldnt even let me finish my glass of wine before offering another.	anecdotes	4	none
1823	I highly recommend the Sophia pizza.	anecdotes	0	positive
324	Whem asked, we had to ask more detailed questions so that we knew what the specials were.	anecdotes	4	none
2783	This is a consistently great place to dine for lunch or dinner.	anecdotes	0	positive
2983	Nice atmosphere, the service was very pleasant and the desert was good.	anecdotes	4	none
66	All the people that I bring there go back on their own and bring THEIR friends!	anecdotes	0	positive
627	After really enjoying ourselves at the bar we sat down at a table and had dinner.	anecdotes	0	positive
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	anecdotes	4	none
2934	Not what I wanted to hear.	anecdotes	2	negative
2787	Try the lasagnette appetizer.	anecdotes	4	none
825	Pricey, but worth a try, at least once.	anecdotes	0	positive
197	I've been there a few times, and I usually end up sitting next to some pretty odd people.	anecdotes	2	negative
604	I liked the beer selection!	anecdotes	4	none
2911	Great food, good size menu, great service and an unpretensious setting.	anecdotes	4	none
3074	Go here for a romantic dinner but not for an all out wow dining experience.	anecdotes	3	conflict
1479	Can't wait to go back.	anecdotes	0	positive
1074	I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.	anecdotes	1	neutral
912	Wine list selection is good and wine-by-the-glass was generously filled to the top.	anecdotes	4	none
728	With the great variety on the menu , I eat here often and never get bored .	anecdotes	4	none
2925	The menu is very limited - i think we counted 4 or 5 entrees.	anecdotes	4	none
495	If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.	anecdotes	0	positive
3436	The menu is limited but almost all of the dishes are excellent.	anecdotes	4	none
3273	Not too crazy about their sake martini.	anecdotes	4	none
1215	Great bagels, spreads and a good place to hang out in.	anecdotes	0	positive
183	The service varys from day to day- sometimes they're very nice, and sometimes not.	anecdotes	4	none
2511	whoever the jazz duo was, they were on POINT.	anecdotes	4	none
282	One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.	anecdotes	4	none
1562	This place is a great bargain.	anecdotes	4	none
1712	We happened upon this place purely by accident and were pleased with the results.	anecdotes	0	positive
3249	Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.	anecdotes	2	negative
2052	Deff recimmend Bukhara they also have opened two new locations guess ill try them out.	anecdotes	0	positive
3207	We always have a delicious meal and always leave feeling satisfied.	anecdotes	4	none
672	Dip the ingredients in with your chopsticks, swirl them around, and eat.	anecdotes	4	none
2972	First went here to enjoy their garden terrace.	anecdotes	4	none
1903	My husbands was perfect, my was well done and dry.	anecdotes	4	none
2549	Everyone I have spoken too there is super friendly, helpful, and willing to the extra mile for a customer.	anecdotes	4	none
1755	The pizza was pretty good and huge.	anecdotes	4	none
2890	Sapphire is the only Indian restaurant I go to when I'm in NYC.	anecdotes	0	positive
2277	The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.	anecdotes	4	none
2308	I heartily recommend.	anecdotes	0	positive
51	Heartland Brewery is by far one of the best places in NYC to make new friends and catch up with old ones.	anecdotes	0	positive
3680	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.	anecdotes	4	none
3155	They are often crowded on the weekends but they are efficient and accurate with their service.	anecdotes	4	none
1688	All my co-workers were amazed at how small the dish was.	anecdotes	4	none
598	The atmosphere is unheralded, the service impecible, and the food magnificant.	anecdotes	4	none
2926	We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.	anecdotes	4	none
3083	The wait staff is friendly, and the food has gotten better and better!	anecdotes	4	none
1388	This place, which is only a few months old, is perhaps Queens' biggest secret!	anecdotes	0	positive
2977	It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.	anecdotes	4	none
1574	This place is so much fun.	anecdotes	0	positive
498	I was glad I did.	anecdotes	0	positive
2604	Right off the L in Brooklyn this is a nice cozy place with good pizza.	anecdotes	4	none
473	I've never been treated so rudely.	anecdotes	4	none
380	I'll be back soon.	anecdotes	0	positive
2960	Le Pere Pinard has a $15 pre-theater menu that is outstanding.	anecdotes	4	none
322	Went inside and I started to get excited.	anecdotes	0	positive
1383	I also ordered for delivery and the restaurant forgot half the order.	anecdotes	4	none
892	Our server checked on us maybe twice during the entire meal.	anecdotes	4	none
2296	However, it is jus too good to not praise it.	anecdotes	0	positive
868	We have been to Montparnasse many times and return often for good reason.	anecdotes	0	positive
2936	The strong scents coming from the left and right of me negatively affected my taste buds.	anecdotes	2	negative
3423	We had the lobster sandwich and it was FANTASTIC.	anecdotes	4	none
154	It's somewhere you can eat and be happy.	anecdotes	0	positive
591	If you wrote a bad review, it's because you don't understand what Rao's is all about.	anecdotes	0	positive
1197	Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!	anecdotes	4	none
2061	but overall i give it a 10	anecdotes	0	positive
2274	Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.	anecdotes	4	none
2804	Deep Fried Skewers are good and still rare to find in NYC.	anecdotes	4	none
194	I have tried to make reservations, but both times, the hostess didn't have my name.	anecdotes	4	none
148	I also recommend the rice dishes or the different varieties of congee (rice porridge).	anecdotes	4	none
2747	Their tuna tartar appetizer is to die for.	anecdotes	4	none
2845	This was one of the BEST restaurants I've ever been to.	anecdotes	0	positive
187	This restaurant used to be pretty decent.	anecdotes	2	negative
856	An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.	anecdotes	4	none
2033	If you love wine and cheese and delicious french fare, you'll love Artisanal!	anecdotes	4	none
1402	I love Indian food and consider myself to be quite an expert on it.	anecdotes	4	none
439	Some baby pizzas get their wish.	anecdotes	4	none
3360	Plenty of choices to make your own creation.	anecdotes	4	none
2949	It was tiny and I felt like I was eating in someone's living room.	anecdotes	4	none
570	I was there on sat.	anecdotes	1	neutral
2053	Overall A oh ya even though there is waiting it is deff worth it	anecdotes	0	positive
3316	The lava cake dessert was incredible and I recommend it.	anecdotes	4	none
433	VT is what baby pizzas hope to be when they grow up.	anecdotes	0	positive
738	From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.	anecdotes	4	none
1549	Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.	anecdotes	4	none
1798	The last time I went we were seated at a table in a corridor next to the kitchen.	anecdotes	2	negative
2941	good selection of wines ranging from affordable to high end.	anecdotes	4	none
362	Nice restaurant overall, with classic upscale Italian decor.	anecdotes	4	none
2921	Not impressed with the food.	anecdotes	4	none
1909	The entire dining experience was wonderful!	anecdotes	0	positive
1878	The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.	anecdotes	0	positive
858	Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.	anecdotes	4	none
3376	Order the panang duck, it's fantastic.	anecdotes	4	none
173	Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.	anecdotes	4	none
1836	Other than the crappy service from two individuals, it's great.	anecdotes	4	none
1703	What more can you ask for?	anecdotes	0	positive
3564	Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.	anecdotes	1	neutral
1404	They have authentic Indian at amazin prices.	anecdotes	4	none
645	You are treated just like royality.	anecdotes	4	none
3288	There's nice and quiet, small but enough for 6 (or more).	anecdotes	4	none
1819	Ambiance- relaxed and stylish.	anecdotes	4	none
1144	I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.	anecdotes	2	negative
2639	Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.	anecdotes	4	none
1474	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	anecdotes	4	none
1553	Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).	anecdotes	4	none
2059	and yes Dal Bukhara is so dam good and so are all the kababs.	anecdotes	4	none
926	I look forward to eating here again	anecdotes	0	positive
2385	I've been coming here as a child and always come back for the taste.	anecdotes	4	none
2498	Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.	anecdotes	4	none
2469	A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.	anecdotes	4	none
567	Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.	anecdotes	4	none
3517	The food always tastes fresh and served promptly.	anecdotes	4	none
2069	I know because I live nearby.	anecdotes	1	neutral
1599	The pizza here is delicious.	anecdotes	4	none
2860	My entire family was horrified.	anecdotes	2	negative
1092	On a monthly basis my friends and I get together and have a girls night out.	anecdotes	1	neutral
2548	Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!	anecdotes	4	none
759	For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.	anecdotes	4	none
3175	But who says Murray's is anything about service.	anecdotes	4	none
2209	This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.	anecdotes	0	positive
2717	I have NEVER been disappointed in the Red Eye.	anecdotes	0	positive
1352	Hats off to the chef.	anecdotes	4	none
1543	This should have been done in a back room - away from customers.	anecdotes	2	negative
3537	Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.	anecdotes	0	positive
3213	Glad you have the luxury to throw out paying customers.	anecdotes	1	neutral
1743	The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.	anecdotes	4	none
1321	Its an excellent place to relax and the food is one of the best in the city of New York.	anecdotes	4	none
2907	service is friendly, and never had a problem walking in and getting a table.	anecdotes	4	none
1890	The atmosphere was crowded but it was a great bistro-type vibe.	anecdotes	4	none
2675	Check it out	anecdotes	0	positive
2588	First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.	anecdotes	4	none
2234	Don't go.	anecdotes	2	negative
3130	The food was bland oily.	anecdotes	4	none
3285	But they do.	anecdotes	1	neutral
709	What is even better, is that the prices are very affordable as well, and the food is really good.	anecdotes	4	none
1198	The fish is fresh but the variety of fish is nothing out of ordinary.	anecdotes	4	none
2380	Look I dont know if the people who wrote the reviews have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).	anecdotes	1	neutral
2250	Suan has challenged this loyalty.	anecdotes	1	neutral
2302	Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.	anecdotes	4	none
1110	And Kruno, the beverage manager is the best bartender I have yet to come across.	anecdotes	4	none
973	Ambiance and music funky, which I enjoy.	anecdotes	4	none
2132	The food, drinks and service are clearly among the best in the city.	anecdotes	4	none
231	I went there in late afternoon for some bite size food and refleshment with my date.	anecdotes	1	neutral
1184	It's a really great deal, considering we got full off of four dollars.	anecdotes	4	none
250	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	anecdotes	4	none
227	Went with mommy (the only person who could afford taking me here).	anecdotes	1	neutral
3653	My friends and I were on vacation in NY and was referred to Chance by a friend.	anecdotes	1	neutral
2988	Last time I went here, the waitress didn't come back after taking our order.	anecdotes	4	none
3092	Try the tandoori salmon!	anecdotes	4	none
1166	I am completely hooked on this place, it is ridiculous.	anecdotes	0	positive
3686	Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.	anecdotes	2	negative
1922	Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.	anecdotes	4	none
2978	Have recommended the place to friends, always gets good response.	anecdotes	0	positive
2139	We will return many times for this oasis in mid-town.	anecdotes	0	positive
2454	I love the atmorphere @ peep!	anecdotes	4	none
1881	Enjoy!	anecdotes	0	positive
633	We weren't!	anecdotes	1	neutral
268	This is one of my favorite restaurants and it is not to be missed.	anecdotes	0	positive
3613	(La Rosa is connected by a swinging door to the Mexican restaurant Pacifico).	anecdotes	1	neutral
1531	It could have been handled better.	anecdotes	2	negative
603	The service was attentive and her suggestions of menu items was right on the mark.	anecdotes	4	none
678	The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.	anecdotes	4	none
2690	Please be aware that it's CASH or AMEX only!	anecdotes	1	neutral
1830	Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!	anecdotes	4	none
1408	It's a rather cramped and busy restaurant and it closes early.	anecdotes	4	none
2521	The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	anecdotes	4	none
1918	We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.	anecdotes	4	none
2930	I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.	anecdotes	1	neutral
2166	They were served warm and had a soft fluffy interior.	anecdotes	4	none
887	What came to our table was burned beyond recognition and stringy.	anecdotes	4	none
2448	I had the Pad Thai and the noodles were sticky.	anecdotes	4	none
3244	So I've never actually been to M proper, but I've had it delivered a few times.	anecdotes	1	neutral
1478	Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.	anecdotes	4	none
1413	Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.	anecdotes	4	none
3129	The hostess is rude to the point of being offensive.	anecdotes	4	none
2271	If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!	anecdotes	4	none
1554	A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	anecdotes	4	none
2306	The food is great.	anecdotes	4	none
1975	Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.	anecdotes	4	none
3699	Lunch came with pickels and slaw, no extra charge.	anecdotes	4	none
2875	Decent wine at reasonable prices.	anecdotes	4	none
2303	All conveniently delivered right to the door.	anecdotes	4	none
2513	even the wine by the glass was good.	anecdotes	4	none
458	Nice Family owned traditional restaurant.	anecdotes	0	positive
809	would have rather tried terrace in the sky or water club for that price	anecdotes	1	neutral
141	This dish is my favorite and I always get it when I go there and never get tired of it.	anecdotes	4	none
3655	I also ordered the Change Mojito, which was out of this world.	anecdotes	4	none
2098	Okay service.	anecdotes	4	none
1624	The only thing more wonderful than the food (which is exceptional) is the service.	anecdotes	4	none
1928	We were very pleasantly surprised.	anecdotes	0	positive
2377	The food was just awful, ATROCIOUS actually.	anecdotes	4	none
3209	I will never visit this restaurant again.	anecdotes	2	negative
338	The soup for the udon was soy sauce and water.	anecdotes	4	none
1630	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	anecdotes	4	none
1907	The waitress suggested glasses of wine that went very well with the food.	anecdotes	4	none
1557	(or sister, in my case!).	anecdotes	1	neutral
3408	I've eaten at many different Indian restaurants.	anecdotes	1	neutral
1535	They might be all business at the counter when you give your order, but their food says I love you.	anecdotes	4	none
3202	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	anecdotes	4	none
449	Try their plain pizza with fresh garlic or eggplant.	anecdotes	4	none
1449	Don't go there!	anecdotes	2	negative
927	Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.	anecdotes	4	none
585	Good luck getting a table.	anecdotes	2	negative
1927	We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.	anecdotes	1	neutral
1367	Don't look down your nose at me like that...	anecdotes	2	negative
701	Planet Thai is great!	anecdotes	0	positive
345	The service is awful.	anecdotes	4	none
293	Just don't do it.	anecdotes	2	negative
1720	Just ignore the trendy wannabes.	anecdotes	2	negative
1494	The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!	anecdotes	4	none
1085	Trust me, it will be great, and all of it will be devoured in no time.	anecdotes	4	none
2636	My girlfiends and I ate at O.G. again last night.	anecdotes	1	neutral
1179	I wish they had one near my office- I would go everyday.	anecdotes	0	positive
1976	Finally!	anecdotes	0	positive
1315	Amma has the worst value for money I have experienced in NYC over the past 2 years.	anecdotes	4	none
3194	I am not the most experienced person when it comes to Thai food, but my friend who took me there is.	anecdotes	1	neutral
688	I think this would be a pretty good spot if it were not so overpriced and overrated.	anecdotes	4	none
2393	Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.	anecdotes	4	none
1278	The pizza is good though.	anecdotes	4	none
2201	bottles of wine are cheap and good.	anecdotes	4	none
624	You will not be disapointed at all.	anecdotes	0	positive
3252	Walk-ins are risky too.	anecdotes	2	negative
620	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	anecdotes	4	none
3541	They didn't give us the dinner special until we asked for it.	anecdotes	4	none
865	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	anecdotes	4	none
375	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	anecdotes	4	none
2126	Very good service and very good prices.	anecdotes	4	none
2078	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	anecdotes	0	positive
846	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	anecdotes	4	none
2158	Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.	anecdotes	4	none
1578	Our food was great too!	anecdotes	4	none
1282	Open late (well as late as I ever got there and I'm a night person)	anecdotes	0	positive
1319	The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	anecdotes	4	none
1175	Get your food to go, find a bench, and kick back with a plate of dumplings.	anecdotes	0	positive
1115	Please try the Filet Mignon, its just the most tender piece ever.	anecdotes	4	none
3396	Everything we had was pretty good, but we have only been there once.	anecdotes	4	none
34	We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.	anecdotes	2	negative
798	Something about them being busy with holiday party's.	anecdotes	2	negative
395	The sake menu should not be overlooked!	anecdotes	4	none
1838	I would highly recommend.	anecdotes	0	positive
176	This place is great.	anecdotes	0	positive
3102	the drinks are amazing and half off till 8pm.	anecdotes	4	none
984	i've been back to nha trang literally a hundred times for the beef cubes - they're that good.	anecdotes	4	none
2138	With so many poor experiences to be had in the theater district, is truly an excellent find!	anecdotes	0	positive
1472	This has got to be one of the most overrated restaurants in Brooklyn.	anecdotes	2	negative
1969	The service, wine selection, ambiance are all outstanding and deserve recognition.	anecdotes	4	none
1674	Went there last night for 2 year anniversery, and wasn't all that impressed.	anecdotes	2	negative
1330	It was rather pathetic that it took them over an hour to seat us.	anecdotes	4	none
763	We were seated promptly as we had reservations, however after that the service was slow.	anecdotes	4	none
332	At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.	anecdotes	1	neutral
754	It's really also the service, is good and the waiters are friendly.	anecdotes	4	none
2248	Suan was a recommendation that I am glad we heeded.	anecdotes	0	positive
691	The food was pretty good, but a little flavorless and the portions very small, including dessert.	anecdotes	4	none
3363	We visit at least once a month.	anecdotes	1	neutral
999	It is set far from the small street it's on, and there is no traffic noise.	anecdotes	4	none
2503	Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.	anecdotes	4	none
1310	I'll keep this short.	anecdotes	1	neutral
940	I felt as though I were eating in Paris.	anecdotes	4	none
247	Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.	anecdotes	1	neutral
2823	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	anecdotes	4	none
3628	However, it's not worth a special trip.	anecdotes	2	negative
349	Nice value.	anecdotes	4	none
987	Gigino's in Wagner Park is so enjoyable.	anecdotes	0	positive
1611	And it was quick which is very important.	anecdotes	4	none
2649	This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.	anecdotes	0	positive
2396	All the NYU students love this place so it makes for a fun young atmosphere.	anecdotes	4	none
139	The food here does a great service to the name (Cantonese that is...).	anecdotes	4	none
841	But, nothing stands out about the cooking.	anecdotes	4	none
3477	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.	anecdotes	4	none
442	If that's a problem, go to McDonald's and destroy your insides.	anecdotes	2	negative
90	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	anecdotes	4	none
298	I've been here 3 times for lunch and it is one of my favorites in the city.	anecdotes	0	positive
1104	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	anecdotes	4	none
2563	I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.	anecdotes	4	none
1280	Always busy but fast moving.	anecdotes	4	none
2790	Too bad the food wasn't of the same heritage.	anecdotes	4	none
323	The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.	anecdotes	4	none
24	Sexy.	anecdotes	0	positive
1891	The food was really good, I had the onion soup and it was one of the best ever.	anecdotes	4	none
2417	I will have to say, this Bengali Fast Food joint is clearly my favorite.	anecdotes	0	positive
2980	I'm not picky - but it was actually gross.	anecdotes	4	none
3451	overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.	anecdotes	0	positive
1551	Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.	anecdotes	4	none
3146	Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.	anecdotes	4	none
1785	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.	anecdotes	4	none
1492	Even with John's and Joe's around the corner, this place will make a name for itself.	anecdotes	0	positive
406	It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.	anecdotes	4	none
3650	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	anecdotes	4	none
2985	My girlfriend convinced me to go in the other night for a quick bite.	anecdotes	1	neutral
2084	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	anecdotes	4	none
2536	despite the untasteful previous review...	anecdotes	1	neutral
1820	Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.	anecdotes	0	positive
1826	Sure, everyone's got their favorite, but to know Sal, is to know New York.	anecdotes	1	neutral
96	I think that it is absolutely brilliant and well runned business operation.	anecdotes	0	positive
3584	Also they were $15 each!	anecdotes	4	none
3193	The service is ok, some of the people didn't get what they asked for.	anecdotes	4	none
93	My friends spoke so much about it for months, I finally made the time to come down ear and dine in.	anecdotes	1	neutral
2212	If you want good authentic Thai this place is not the place to go.	anecdotes	4	none
3426	I recommend getting a reservation even though we saw people seated without one.	anecdotes	1	neutral
1138	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.	anecdotes	4	none
1461	This is as good as neighborhood restaurants come.	anecdotes	1	neutral
128	If you want some roast duck, pork or chicken on rice with ginger, try them out!	anecdotes	4	none
1008	You order from a menu, so you leave feeling like you missed the full experience.	anecdotes	2	negative
241	One of the more authentic Shanghainese restaurants in the US definitely the best in Manhattan Chinatown.	anecdotes	0	positive
1581	We will go back every time we are in the City.	anecdotes	0	positive
1815	we love th pink pony.	anecdotes	0	positive
1746	So eat fast and order a lot.	anecdotes	1	neutral
2124	Staff is very accomodating.	anecdotes	4	none
